hw, e2
1.8402e+0,2.303e-2
1.882e+0,4.276e-2
1.9189e+0,8.224e-2
1.9582e+0,1.414e-1
2e+0,2.303e-1
2.0393e+0,3.289e-1
2.0861e+0,4.572e-1
2.1525e+0,6.151e-1
2.1992e+0,6.941e-1
2.2361e+0,7.73e-1
2.2803e+0,8.52e-1
2.327e+0,9.112e-1
2.3639e+0,9.704e-1
2.4131e+0,1.039e+0
2.4623e+0,1.089e+0
2.5016e+0,1.138e+0
2.5533e+0,1.197e+0
2.5951e+0,1.237e+0
2.632e+0,1.276e+0
2.6861e+0,1.316e+0
2.7279e+0,1.355e+0
2.7475e+0,1.375e+0
