hw, e2
1.9434e+0,3.289e-3
2.0787e+0,-6.579e-3
2.1352e+0,1.316e-2
2.2287e+0,6.25e-2
2.268e+0,9.211e-2
2.3074e+0,1.711e-1
2.3713e+0,3.783e-1
2.3959e+0,5.362e-1
2.4205e+0,7.138e-1
2.4426e+0,9.013e-1
2.4623e+0,1.079e+0
2.477e+0,1.257e+0
2.4943e+0,1.454e+0
2.5115e+0,1.641e+0
2.5311e+0,1.849e+0
2.5533e+0,2.046e+0
2.573e+0,2.263e+0
2.6197e+0,2.648e+0
2.6492e+0,2.865e+0
2.6787e+0,3.072e+0
2.7082e+0,3.26e+0
2.7402e+0,3.408e+0
1.8967e+0,3.289e-3
2.5975e+0,2.47e+0
2.3418e+0,2.599e-1
2.0221e+0,3.289e-3
